'sample #','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
2719,-13715,-4441,-10722,-14882,1773,-7250,-11712,-8019,-14399,-11867,-5999,-5430,-12409,-9220,-13379,-6029,-16449,-6737,-13523,-8371,-21009,0
2720,-14345,-5286,-10977,-15953,2078,-8716,-11955,-8559,-14487,-12870,-5582,-5401,-12162,-10143,-13693,-6948,-17532,-7117,-14106,-9649,-21165,0
2721,-14643,-5603,-11067,-16701,2216,-9910,-12046,-8427,-14326,-13377,-5060,-4661,-11669,-10445,-13676,-7607,-18277,-7215,-14271,-10490,-21277,0
2722,-14664,-5462,-11026,-17162,2124,-10855,-12012,-7712,-13913,-13432,-4416,-3321,-10937,-10160,-13337,-7970,-18715,-7085,-14047,-10933,-21332,0
2723,-14466,-4969,-10874,-17380,1814,-11567,-11850,-6558,-13242,-13113,-3650,-1562,-10000,-9387,-12735,-8035,-18892,-6771,-13501,-11041,-21325,0
2724,-14090,-4236,-10612,-17391,1378,-12039,-11530,-5139,-12307,-12501,-2782,388,-8909,-8268,-11967,-7840,-18842,-6298,-12722,-10892,-21256,0
2725,-13550,-3353,-10225,-17203,958,-12241,-10996,-3626,-11103,-11669,-1846,2298,-7727,-6963,-11146,-7447,-18581,-5666,-11797,-10562,-21130,0
2726,-12834,-2370,-9690,-16795,712,-12129,-10194,-2154,-9640,-10667,-876,3968,-6511,-5613,-10364,-6926,-18095,-4857,-10800,-10118,-20960,0
2727,-11920,-1301,-8986,-16126,768,-11658,-9085,-805,-7942,-9522,99,5269,-5293,-4315,-9671,-6336,-17354,-3837,-9766,-9612,-20766,0
2728,-10791,-135,-8113,-15147,1192,-10799,-7660,399,-6053,-8238,1073,6155,-4072,-3100,-9058,-5714,-16322,-2563,-8687,-9087,-20573,0
2729,-9454,1141,-7089,-13822,1979,-9555,-5934,1484,-4028,-6811,2060,6653,-2811,-1941,-8461,-5076,-14972,-1000,-7517,-8584,-20408,0
2730,-7943,2527,-5955,-12137,3052,-7965,-3954,2495,-1922,-5245,3091,6832,-1451,-774,-7789,-4421,-13299,883,-6194,-8150,-20299,0
2731,-6315,4002,-4763,-10120,4286,-6106,-1792,3465,207,-3569,4198,6767,58,463,-6957,-3748,-11334,3076,-4671,-7837,-20261,0
2732,-4645,5532,-3571,-7840,5527,-4073,444,4389,2300,-1849,5397,6494,1728,1798,-5923,-3076,-9143,5526,-2948,-7698,-20302,0
2733,-3005,7081,-2434,-5405,6617,-1968,2607,5222,4287,-187,6667,6009,3510,3198,-4705,-2443,-6825,8127,-1093,-7770,-20415,0
2734,-1453,8624,-1398,-2952,7410,124,4515,5884,6077,1297,7949,5284,5293,4571,-3387,-1905,-4501,10725,759,-8059,-20584,0
2735,-29,10154,-500,-630,7799,2141,5972,6299,7567,2487,9145,4294,6911,5796,-2095,-1523,-2304,13142,2433,-8524,-20786,0
2736,1245,11672,232,1422,7725,4038,6802,6432,8648,3307,10142,3065,8185,6743,-970,-1344,-358,15210,3747,-9083,-21000,0
2737,2356,13174,785,3087,7199,5778,6894,6297,9229,3737,10828,1689,8968,7329,-135,-1385,1234,16798,4565,-9620,-21206,0
2738,3295,14629,1155,4296,6295,7317,6231,5975,9257,3820,11117,323,9167,7529,335,-1628,2406,17844,4827,-10018,-21392,0
2739,4045,15983,1353,5025,5150,8591,4902,5588,8734,3647,10966,-839,8779,7391,420,-2019,3134,18357,4563,-10180,-21548,0
2740,4587,17149,1398,5302,3925,9522,3085,5261,7725,3343,10380,-1614,7884,7016,159,-2475,3442,18414,3882,-10054,-21670,0
2741,4899,18037,1322,5198,2776,10037,1006,5101,6338,3015,9410,-1869,6627,6544,-355,-2898,3392,18137,2960,-9637,-21753,0
2742,4972,18572,1161,4818,1812,10085,-1113,5166,4717,2750,8146,-1557,5189,6120,-997,-3190,3078,17667,1993,-8975,-21793,0
2743,4811,18721,954,4278,1076,9662,-3088,5467,3012,2601,6705,-711,3760,5878,-1618,-3258,2610,17142,1178,-8140,-21783,0
2744,4443,18492,737,3695,544,8818,-4799,5961,1361,2579,5220,552,2504,5924,-2070,-3031,2094,16671,683,-7216,-21721,0
2745,3915,17941,545,3164,147,7649,-6185,6583,-121,2672,3820,2072,1546,6322,-2230,-2466,1618,16330,629,-6280,-21606,0
2746,3288,17153,403,2749,-190,6285,-7233,7251,-1361,2851,2620,3660,956,7091,-2015,-1559,1244,16158,1076,-5393,-21444,0
2747,2633,16230,331,2481,-513,4865,-7957,7883,-2324,3080,1705,5135,751,8200,-1406,-345,999,16149,2020,-4595,-21247,0
2748,2018,15281,336,2355,-810,3529,-8376,8410,-3012,3319,1121,6349,898,9568,-451,1096,881,16276,3387,-3905,-21030,0
2749,1509,14414,417,2344,-1017,2400,-8517,8787,-3464,3533,875,7200,1328,11078,741,2652,870,16483,5048,-3323,-20815,0
2750,1163,13730,561,2412,-1034,1588,-8403,8991,-3735,3695,936,7652,1948,12590,2018,4190,937,16710,6838,-2829,-20617,0
2751,1019,13315,744,2520,-764,1173,-8063,9031,-3888,3784,1255,7727,2662,13964,3214,5572,1051,16895,8578,-2395,-20450,0
2752,1088,13216,938,2636,-147,1201,-7515,8937,-3979,3784,1772,7503,3384,15077,4178,6674,1181,16988,10114,-1992,-20318,0
2753,1347,13429,1112,2726,809,1660,-6781,8749,-4043,3682,2434,7084,4048,15839,4801,7399,1296,16950,11329,-1609,-20219,0
2754,1737,13886,1238,2760,2023,2478,-5882,8500,-4096,3461,3194,6576,4614,16197,5021,7683,1360,16758,12156,-1263,-20149,0
2755,2163,14457,1290,2699,3346,3513,-4844,8198,-4137,3102,4014,6054,5056,16131,4827,7504,1332,16397,12574,-1003,-20103,0
2756,2515,14982,1255,2504,4586,4583,-3713,7825,-4162,2573,4857,5549,5361,15645,4251,6875,1170,15859,12590,-902,-20080,0
2757,2695,15300,1124,2143,5538,5496,-2560,7345,-4171,1850,5684,5049,5514,14764,3354,5847,839,15138,12228,-1037,-20080,0
2758,2624,15303,895,1596,6019,6086,-1485,6713,-4180,919,6448,4516,5496,13529,2211,4503,322,14231,11512,-1460,-20104,0
2759,2272,14946,570,860,5896,6244,-599,5909,-4222,-208,7103,3917,5284,12001,908,2957,-383,13137,10475,-2178,-20147,0
2760,1649,14259,149,-52,5113,5928,-7,4947,-4341,-1492,7603,3250,4854,10263,-468,1339,-1265,11860,9158,-3138,-20199,0
2761,795,13319,-368,-1125,3706,5157,221,3870,-4583,-2878,7915,2552,4196,8412,-1830,-214,-2308,10406,7618,-4239,-20246,0
2762,-235,12216,-988,-2350,1802,3993,71,2753,-4989,-4300,8023,1894,3316,6556,-3094,-1579,-3509,8780,5932,-5350,-20271,0
2763,-1396,11019,-1716,-3733,-395,2517,-409,1660,-5580,-5708,7928,1358,2246,4792,-4191,-2658,-4877,6988,4188,-6346,-20263,0
2764,-2650,9764,-2557,-5283,-2639,823,-1112,638,-6351,-7074,7654,1002,1041,3196,-5066,-3396,-6424,5036,2466,-7128,-20216,0
2765,-3968,8461,-3505,-6997,-4685,-981,-1897,-299,-7265,-8392,7244,841,-215,1802,-5690,-3787,-8151,2937,830,-7651,-20135,0
2766,-5316,7116,-4536,-8836,-6342,-2767,-2613,-1171,-8249,-9670,6756,837,-1437,608,-6057,-3873,-10020,729,-685,-7919,-20035,0
2767,-6634,5762,-5604,-10711,-7502,-4378,-3130,-2010,-9197,-10909,6254,903,-2536,-423,-6190,-3731,-11937,-1522,-2074,-7976,-19935,0
2768,-7838,4473,-6638,-12477,-8161,-5640,-3360,-2847,-9988,-12090,5800,926,-3448,-1347,-6134,-3468,-13756,-3708,-3353,-7891,-19854,0
2769,-8816,3366,-7545,-13950,-8399,-6381,-3271,-3689,-10499,-13163,5439,796,-4141,-2218,-5955,-3196,-15288,-5690,-4547,-7736,-19812,0
2770,-9451,2578,-8226,-14942,-8351,-6467,-2889,-4520,-10637,-14057,5192,422,-4627,-3085,-5727,-3021,-16340,-7318,-5681,-7570,-19826,0
2771,-9637,2237,-8592,-15298,-8155,-5837,-2290,-5302,-10355,-14689,5048,-248,-4957,-3976,-5520,-3021,-16754,-8448,-6765,-7434,-19906,0
2772,-9308,2434,-8580,-14931,-7917,-4524,-1574,-5987,-9669,-14989,4975,-1219,-5201,-4895,-5388,-3230,-16439,-8982,-7793,-7349,-20052,0
2773,-8454,3196,-8171,-13844,-7687,-2657,-848,-6529,-8655,-14914,4927,-2446,-5422,-5815,-5350,-3627,-15395,-8882,-8741,-7317,-20256,0
2774,-7127,4476,-7394,-12136,-7464,-446,-201,-6894,-7438,-14459,4861,-3841,-5652,-6684,-5388,-4140,-13715,-8189,-9558,-7328,-20502,0
2775,-5443,6157,-6328,-9986,-7215,1854,312,-7065,-6168,-13659,4745,-5279,-5880,-7428,-5451,-4656,-11577,-6999,-10188,-7363,-20762,0
2776,-3566,8063,-5088,-7631,-6909,3988,664,-7046,-4994,-12588,4561,-6622,-6063,-7966,-5473,-5049,-9215,-5463,-10572,-7403,-21008,0
2777,-1690,9980,-3807,-5332,-6545,5736,846,-6863,-4043,-11348,4297,-7743,-6151,-8231,-5398,-5218,-6890,-3752,-10676,-7430,-21211,0
2778,-14,11682,-2620,-3338,-6158,6942,851,-6565,-3407,-10064,3932,-8559,-6123,-8193,-5208,-5114,-4851,-2036,-10506,-7436,-21354,0
2779,1291,12969,-1637,-1849,-5823,7530,654,-6227,-3140,-8870,3437,-9054,-6011,-7875,-4936,-4761,-3304,-459,-10117,-7424,-21429,0
2780,2103,13698,-933,-993,-5625,7499,213,-5934,-3254,-7885,2771,-9281,-5903,-7357,-4659,-4255,-2381,867,-9605,-7414,-21444,0
2781,2375,13815,-536,-798,-5641,6920,-522,-5770,-3721,-7200,1899,-9347,-5917,-6758,-4480,-3732,-2117,1879,-9089,-7434,-21415,0
2782,2144,13367,-430,-1193,-5914,5921,-1584,-5785,-4478,-6849,811,-9373,-6158,-6199,-4491,-3336,-2445,2566,-8673,-7512,-21365,0
2783,1526,12503,-552,-2015,-6433,4665,-2964,-5981,-5424,-6802,-461,-9448,-6674,-5773,-4746,-3175,-3207,2963,-8414,-7663,-21318,0
2784,689,11444,-812,-3042,-7134,3332,-4597,-6297,-6433,-6961,-1841,-9600,-7433,-5512,-5244,-3296,-4182,3146,-8306,-7880,-21290,0
2785,-165,10437,-1105,-4032,-7906,2093,-6343,-6621,-7361,-7186,-3218,-9782,-8323,-5384,-5931,-3677,-5132,3219,-8281,-8126,-21291,0
2786,-852,9708,-1330,-4773,-8611,1088,-8012,-6818,-8071,-7320,-4469,-9896,-9183,-5304,-6717,-4237,-5845,3287,-8236,-8345,-21320,0
2787,-1231,9410,-1408,-5116,-9114,405,-9392,-6768,-8451,-7232,-5480,-9831,-9850,-5175,-7506,-4866,-6175,3435,-8065,-8475,-21365,0
2788,-1231,9601,-1294,-5008,-9311,64,-10281,-6398,-8435,-6843,-6172,-9505,-10199,-4911,-8219,-5455,-6069,3708,-7698,-8466,-21413,0
2789,-864,10232,-984,-4493,-9158,24,-10529,-5705,-8018,-6144,-6506,-8896,-10173,-4468,-8808,-5914,-5568,4094,-7113,-8296,-21447,0
2790,-214,11165,-518,-3692,-8687,187,-10065,-4748,-7259,-5185,-6486,-8044,-9783,-3850,-9257,-6192,-4790,4532,-6348,-7979,-21456,0
2791,576,12201,23,-2781,-8004,428,-8915,-3633,-6271,-4067,-6151,-7032,-9104,-3105,-9584,-6279,-3901,4923,-5486,-7557,-21437,0
2792,1333,13126,546,-1941,-7270,620,-7202,-2482,-5202,-2910,-5570,-5961,-8241,-2299,-9825,-6201,-3079,5158,-4622,-7092,-21394,0
2793,1892,13752,952,-1329,-6666,662,-5123,-1409,-4208,-1834,-4834,-4921,-7314,-1511,-10026,-6016,-2474,5150,-3846,-6653,-21342,0
2794,2125,13950,1159,-1046,-6357,498,-2913,-504,-3420,-946,-4041,-3978,-6427,-806,-10239,-5796,-2184,4854,-3212,-6303,-21294,0
2795,1967,13678,1123,-1127,-6446,124,-802,169,-2918,-316,-3283,-3172,-5656,-238,-10501,-5622,-2244,4290,-2721,-6093,-21265,0
2796,1432,12985,845,-1536,-6961,-411,1035,577,-2711,18,-2634,-2529,-5031,166,-10830,-5559,-2620,3538,-2321,-6065,-21260,0
2797,610,12000,372,-2183,-7835,-1026,2507,709,-2736,61,-2131,-2064,-4527,401,-11210,-5648,-3228,2725,-1903,-6243,-21275,0
2798,-353,10904,-215,-2946,-8931,-1621,3615,583,-2873,-138,-1768,-1781,-4073,487,-11588,-5890,-3951,1998,-1341,-6635,-21297,0
2799,-1289,9885,-812,-3696,-10065,-2098,4441,241,-2973,-495,-1498,-1675,-3558,467,-11885,-6249,-4661,1483,-513,-7227,-21307,0
2800,-2035,9105,-1323,-4318,-11051,-2383,5108,-249,-2899,-901,-1253,-1717,-2870,395,-12008,-6661,-5252,1259,651,-7976,-21288,0
2801,-2481,8661,-1669,-4738,-11741,-2434,5736,-807,-2565,-1249,-965,-1862,-1928,320,-11884,-7050,-5649,1326,2140,-8816,-21229,0
2802,-2583,8575,-1815,-4930,-12059,-2253,6409,-1353,-1958,-1459,-591,-2051,-716,271,-11482,-7348,-5832,1608,3851,-9658,-21132,0
2803,-2371,8791,-1774,-4925,-12021,-1886,7151,-1828,-1147,-1512,-126,-2224,694,246,-10826,-7511,-5830,1960,5598,-10410,-21012,0
2804,-1946,9201,-1607,-4803,-11732,-1418,7927,-2204,-271,-1446,398,-2335,2150,209,-9994,-7524,-5726,2203,7151,-10997,-20894,0
2805,-1459,9661,-1416,-4682,-11364,-969,8668,-2495,496,-1365,924,-2358,3445,98,-9102,-7397,-5636,2161,8287,-11373,-20806,0
2806,-1077,10022,-1322,-4695,-11113,-678,9298,-2747,986,-1405,1389,-2287,4367,-147,-8274,-7156,-5690,1703,8837,-11538,-20777,0
2807,-968,10146,-1442,-4967,-11162,-681,9761,-3011,1072,-1700,1748,-2135,4752,-572,-7607,-6828,-6011,771,8732,-11534,-20825,0
2808,-1252,9925,-1866,-5586,-11635,-1094,10039,-3331,697,-2340,1986,-1906,4524,-1177,-7151,-6432,-6681,-604,8008,-11435,-20955,0
2809,-1997,9293,-2629,-6581,-12575,-1982,10153,-3724,-109,-3339,2118,-1604,3718,-1920,-6899,-5971,-7727,-2311,6800,-11324,-21158,0
2810,-3192,8236,-3701,-7916,-13938,-3346,10152,-4170,-1238,-4630,2178,-1226,2469,-2718,-6794,-5440,-9106,-4175,5312,-11275,-21415,0
2811,-4745,6801,-4984,-9483,-15603,-5106,10096,-4622,-2518,-6070,2209,-772,974,-3473,-6750,-4829,-10708,-5986,3756,-11333,-21695,0
2812,-6494,5099,-6328,-11123,-17399,-7111,10031,-5020,-3754,-7476,2237,-259,-553,-4091,-6684,-4133,-12370,-7539,2324,-11502,-21971,0
2813,-8228,3295,-7553,-12650,-19139,-9152,9974,-5311,-4756,-8661,2268,270,-1938,-4514,-6537,-3367,-13904,-8660,1139,-11749,-22217,0
2814,-9721,1589,-8483,-13878,-20651,-10995,9899,-5465,-5382,-9470,2276,737,-3083,-4732,-6292,-2565,-15127,-9229,248,-12014,-22417,0
2815,-10769,181,-8975,-14658,-21800,-12424,9749,-5482,-5565,-9812,2221,1042,-3974,-4784,-5978,-1782,-15890,-9205,-375,-12229,-22565,0
2816,-11233,-763,-8951,-14894,-22508,-13277,9444,-5398,-5324,-9670,2053,1074,-4667,-4746,-5649,-1086,-16101,-8621,-806,-12335,-22667,0
2817,-11059,-1147,-8406,-14559,-22756,-13479,8907,-5271,-4763,-9099,1736,744,-5256,-4711,-5370,-543,-15735,-7591,-1139,-12299,-22732,0
2818,-10289,-958,-7413,-13696,-22583,-13048,8089,-5176,-4044,-8220,1263,-10,-5829,-4760,-5191,-203,-14841,-6285,-1454,-12122,-22772,0
2819,-9051,-263,-6105,-12406,-22073,-12091,6990,-5188,-3359,-7197,658,-1193,-6443,-4947,-5133,-90,-13524,-4906,-1793,-11841,-22797,0
2820,-7531,808,-4660,-10835,-21345,-10771,5667,-5371,-2883,-6212,-21,-2759,-7109,-5290,-5186,-199,-11933,-3659,-2156,-11514,-22810,0
2821,-5939,2098,-3261,-9146,-20528,-9272,4225,-5770,-2745,-5442,-699,-4616,-7795,-5768,-5322,-503,-10239,-2705,-2513,-11210,-22814,0
2822,-4469,3449,-2077,-7501,-19753,-7761,2795,-6393,-3010,-5023,-1298,-6639,-8463,-6342,-5507,-966,-8607,-2143,-2824,-10994,-22810,0
2823,-3276,4727,-1236,-6041,-19132,-6367,1497,-7213,-3674,-5037,-1760,-8687,-9076,-6962,-5722,-1555,-7180,-1992,-3064,-10909,-22796,0
2824,-2458,5833,-808,-4873,-18752,-5166,403,-8163,-4675,-5493,-2061,-10621,-9633,-7585,-5967,-2257,-6064,-2198,-3248,-10975,-22774,0
2825,-2057,6702,-808,-4061,-18668,-4191,-478,-9148,-5919,-6325,-2219,-12313,-10165,-8186,-6264,-3072,-5318,-2656,-3429,-11179,-22745,0
2826,-2060,7298,-1190,-3624,-18901,-3444,-1214,-10052,-7299,-7412,-2290,-13655,-10731,-8755,-6645,-4012,-4954,-3238,-3689,-11482,-22710,0
2827,-2413,7615,-1870,-3545,-19437,-2911,-1910,-10765,-8710,-8598,-2350,-14564,-11393,-9285,-7137,-5079,-4944,-3823,-4109,-11826,-22669,0
2828,-3029,7667,-2730,-3772,-20220,-2577,-2677,-11192,-10059,-9726,-2478,-14984,-12192,-9776,-7747,-6259,-5229,-4314,-4737,-12141,-22622,0
2829,-3804,7495,-3644,-4240,-21156,-2433,-3581,-11276,-11267,-10665,-2732,-14887,-13128,-10213,-8456,-7502,-5737,-4643,-5563,-12364,-22569,0
2830,-4628,7151,-4492,-4878,-22122,-2478,-4606,-11007,-12267,-11331,-3133,-14284,-14153,-10573,-9220,-8732,-6392,-4774,-6505,-12452,-22512,0
2831,-5406,6689,-5176,-5623,-22980,-2719,-5654,-10426,-13008,-11694,-3657,-13230,-15169,-10822,-9972,-9853,-7133,-4697,-7422,-12395,-22454,0
2832,-6065,6151,-5632,-6426,-23609,-3173,-6554,-9622,-13457,-11771,-4243,-11833,-16054,-10928,-10638,-10774,-7914,-4415,-8138,-12224,-22395,0
2833,-6573,5560,-5842,-7256,-23922,-3856,-7122,-8718,-13606,-11618,-4808,-10247,-16680,-10871,-11149,-11422,-8710,-3966,-8492,-12009,-22333,0
2834,-6937,4913,-5826,-8091,-23899,-4777,-7214,-7850,-13480,-11300,-5266,-8662,-16943,-10643,-11449,-11763,-9506,-3400,-8368,-11842,-22261,0
2835,-7193,4203,-5643,-8911,-23586,-5919,-6774,-7144,-13133,-10885,-5544,-7275,-16779,-10260,-11508,-11800,-10288,-2799,-7731,-11815,-22169,0
2836,-7395,3430,-5374,-9690,-23094,-7223,-5857,-6691,-12644,-10428,-5602,-6251,-16181,-9750,-11327,-11578,-11039,-2259,-6632,-11992,-22053,0
2837,-7592,2625,-5106,-10392,-22569,-8580,-4617,-6528,-12108,-9969,-5436,-5694,-15200,-9149,-10943,-11164,-11727,-1881,-5200,-12383,-21917,0
2838,-7815,1857,-4922,-10974,-22161,-9836,-3277,-6636,-11618,-9539,-5078,-5616,-13939,-8495,-10421,-10636,-12312,-1746,-3613,-12937,-21774,0
2839,-8070,1223,-4887,-11392,-22002,-10814,-2072,-6946,-11257,-9167,-4589,-5936,-12535,-7823,-9851,-10070,-12753,-1900,-2068,-13553,-21649,0
2840,-8340,837,-5035,-11614,-22172,-11351,-1196,-7354,-11078,-8881,-4041,-6498,-11135,-7166,-9330,-9529,-13013,-2341,-741,-14103,-21566,0
2841,-8592,791,-5373,-11626,-22695,-11346,-754,-7748,-11102,-8707,-3502,-7108,-9871,-6552,-8941,-9058,-13075,-3017,241,-14471,-21544,0
2842,-8791,1137,-5879,-11441,-23536,-10792,-739,-8030,-11312,-8659,-3018,-7577,-8842,-6006,-8742,-8681,-12944,-3840,817,-14584,-21588,0
2843,-8909,1860,-6506,-11102,-24612,-9791,-1039,-8132,-11659,-8731,-2607,-7763,-8094,-5552,-8748,-8403,-12652,-4703,993,-14432,-21685,0
2844,-8939,2877,-7194,-10676,-25802,-8543,-1459,-8030,-12076,-8898,-2254,-7598,-7624,-5212,-8939,-8215,-12258,-5517,829,-14072,-21809,0
2845,-8899,4039,-7880,-10253,-26968,-7304,-1783,-7741,-12494,-9123,-1928,-7096,-7393,-5005,-9268,-8100,-11844,-6220,413,-13604,-21931,0
2846,-8832,5155,-8511,-9934,-27973,-6332,-1822,-7326,-12866,-9370,-1595,-6344,-7359,-4947,-9678,-8041,-11507,-6801,-170,-13142,-22025,0
2847,-8798,6027,-9050,-9817,-28705,-5835,-1462,-6876,-13172,-9628,-1237,-5483,-7479,-5052,-10123,-8024,-11344,-7295,-858,-12787,-22078,0
2848,-8860,6483,-9478,-9978,-29088,-5922,-686,-6497,-13425,-9909,-860,-4677,-7734,-5331,-10572,-8045,-11438,-7764,-1628,-12603,-22090,0
2849,-9064,6419,-9791,-10453,-29098,-6588,430,-6294,-13648,-10254,-490,-4088,-8123,-5784,-11005,-8105,-11834,-8268,-2487,-12611,-22070,0
2850,-9418,5824,-9992,-11220,-28761,-7718,1756,-6346,-13863,-10704,-160,-3843,-8642,-6398,-11404,-8199,-12521,-8840,-3448,-12795,-22029,0
2851,-9885,4787,-10081,-12195,-28149,-9112,3147,-6693,-14059,-11287,105,-4020,-9256,-7131,-11734,-8314,-13427,-9464,-4511,-13112,-21975,0
2852,-10383,3482,-10056,-13242,-27361,-10523,4492,-7320,-14194,-11990,310,-4620,-9893,-7921,-11941,-8418,-14426,-10080,-5636,-13508,-21914,0
2853,-10804,2138,-9910,-14193,-26508,-11706,5736,-8158,-14195,-12762,481,-5572,-10436,-8680,-11955,-8461,-15357,-10598,-6745,-13928,-21848,0
2854,-11039,986,-9645,-14888,-25697,-12452,6884,-9099,-13985,-13520,659,-6734,-10749,-9318,-11709,-8387,-16061,-10926,-7729,-14316,-21782,0
2855,-11006,219,-9273,-15200,-25017,-12627,7976,-10015,-13514,-14170,882,-7926,-10716,-9756,-11159,-8149,-16408,-10997,-8479,-14626,-21727,0
2856,-10670,-48,-8821,-15065,-24532,-12186,9057,-10788,-12779,-14632,1166,-8962,-10272,-9945,-10308,-7724,-16331,-10782,-8915,-14822,-21695,0
2857,-10054,207,-8329,-14490,-24281,-11180,10132,-11328,-11835,-14852,1489,-9697,-9435,-9884,-9209,-7124,-15827,-10297,-9005,-14890,-21700,0
2858,-9229,915,-7845,-13541,-24279,-9746,11150,-11593,-10783,-14807,1792,-10054,-8310,-9617,-7961,-6404,-14958,-9591,-8780,-14834,-21748,0
2859,-8299,1939,-7412,-12330,-24520,-8078,11990,-11583,-9752,-14497,1991,-10038,-7070,-9222,-6692,-5649,-13827,-8731,-8327,-14682,-21832,0
2860,-7378,3105,-7060,-10985,-24975,-6391,12482,-11338,-8864,-13943,1993,-9727,-5924,-8795,-5535,-4956,-12556,-7782,-7765,-14472,-21933,0
2861,-6567,4240,-6802,-9630,-25589,-4883,12448,-10915,-8209,-13173,1719,-9245,-5076,-8426,-4601,-4412,-11262,-6804,-7225,-14242,-22027,0
2862,-5936,5200,-6626,-8366,-26282,-3697,11751,-10381,-7828,-12229,1122,-8719,-4680,-8177,-3964,-4077,-10041,-5841,-6818,-14013,-22088,0
2863,-5512,5895,-6502,-7264,-26949,-2902,10344,-9796,-7708,-11166,203,-8261,-4812,-8074,-3649,-3967,-8959,-4916,-6613,-13788,-22098,0
2864,-5271,6303,-6383,-6354,-27466,-2492,8301,-9216,-7790,-10052,-986,-7946,-5456,-8111,-3635,-4054,-8045,-4035,-6633,-13555,-22053,0
2865,-5144,6469,-6214,-5629,-27711,-2396,5823,-8691,-7981,-8961,-2347,-7816,-6510,-8254,-3859,-4278,-7297,-3180,-6843,-13302,-21956,0
2866,-5031,6490,-5940,-5048,-27582,-2507,3206,-8269,-8175,-7964,-3749,-7895,-7802,-8465,-4237,-4556,-6678,-2317,-7173,-13030,-21819,0
2867,-4820,6499,-5518,-4543,-27025,-2702,786,-7993,-8279,-7117,-5055,-8194,-9128,-8713,-4674,-4809,-6131,-1404,-7536,-12766,-21653,0
2868,-4413,6627,-4929,-4033,-26047,-2873,-1134,-7895,-8226,-6446,-6141,-8719,-10289,-8984,-5086,-4978,-5587,-409,-7857,-12556,-21468,0
2869,-3752,6980,-4186,-3450,-24726,-2940,-2345,-7991,-7998,-5951,-6920,-9464,-11126,-9278,-5413,-5032,-4986,673,-8083,-12455,-21271,0
2870,-2841,7608,-3339,-2757,-23205,-2862,-2782,-8272,-7630,-5611,-7354,-10401,-11556,-9603,-5624,-4973,-4296,1807,-8205,-12507,-21070,0
2871,-1749,8493,-2476,-1965,-21671,-2635,-2520,-8704,-7203,-5399,-7455,-11475,-11572,-9958,-5725,-4829,-3527,2916,-8241,-12729,-20878,0
2872,-606,9552,-1708,-1134,-20324,-2292,-1756,-9230,-6826,-5294,-7280,-12604,-11245,-10324,-5742,-4645,-2733,3898,-8230,-13104,-20714,0
2873,425,10655,-1146,-361,-19346,-1892,-743,-9777,-6603,-5286,-6909,-13683,-10695,-10653,-5719,-4468,-2002,4657,-8203,-13582,-20596,0
2874,1193,11664,-879,253,-18858,-1500,276,-10265,-6600,-5369,-6428,-14593,-10054,-10868,-5694,-4327,-1429,5133,-8168,-14092,-20535,0
2875,1592,12464,-947,633,-18901,-1176,1135,-10609,-6813,-5529,-5909,-15225,-9427,-10877,-5683,-4231,-1082,5333,-8087,-14557,-20524,0
2876,1595,12997,-1328,753,-19425,-960,1780,-10728,-7163,-5730,-5391,-15472,-8864,-10581,-5672,-4157,-985,5337,-7888,-14901,-20539,0
2877,1255,13272,-1943,644,-20293,-865,2273,-10548,-7506,-5909,-4879,-15258,-8348,-9898,-5613,-4057,-1109,5281,-7468,-15067,-20534,0
2878,692,13350,-2675,375,-21312,-887,2757,-10021,-7677,-5985,-4347,-14540,-7805,-8781,-5436,-3872,-1382,5321,-6730,-15018,-20453,0
2879,49,13312,-3393,25,-22281,-1009,3396,-9135,-7537,-5878,-3755,-13328,-7138,-7231,-5067,-3545,-1728,5582,-5599,-14753,-20240,0
2880,-548,13226,-3993,-347,-23033,-1226,4312,-7934,-7021,-5543,-3070,-11696,-6259,-5311,-4455,-3041,-2085,6123,-4060,-14299,-19858,0
2881,-1024,13121,-4419,-721,-23471,-1541,5537,-6521,-6162,-4981,-2288,-9786,-5126,-3143,-3591,-2360,-2438,6912,-2169,-13721,-19297,0
2882,-1365,12979,-4663,-1112,-23582,-1967,6993,-5053,-5086,-4253,-1440,-7792,-3762,-894,-2515,-1543,-2805,7836,-51,-13103,-18579,0
2883,-1611,12754,-4764,-1554,-23423,-2512,8513,-3714,-3983,-3463,-595,-5938,-2250,1242,-1312,-662,-3228,8735,2121,-12537,-17757,0
2884,-1824,12399,-4782,-2073,-23096,-3158,9884,-2679,-3056,-2742,160,-4433,-709,3080,-94,194,-3747,9438,4155,-12107,-16907,0
2885,-2060,11890,-4780,-2671,-22711,-3857,10904,-2084,-2470,-2208,744,-3434,731,4466,1029,938,-4367,9814,5872,-11866,-16109,0
2886,-2354,11238,-4808,-3319,-22361,-4533,11440,-1994,-2321,-1956,1106,-3018,1959,5305,1961,1506,-5064,9786,7141,-11834,-15440,0
2887,-2717,10486,-4902,-3974,-22102,-5104,11459,-2407,-2620,-2032,1240,-3174,2895,5565,2640,1867,-5787,9337,7892,-11993,-14959,0
